,SCH_NAME,LSTREET1,LCITY,LSTATE,LZIP,VIRTUAL,TOTFRL,TOTAL,WH,FTE,LATCOD,LONCOD,ULOCALE,STUTERATIO,SCHOOL_TYPE_TEXT,SY_STATUS_TEXT,SCHOOL_LEVEL
29972,Carrolltowne Elementary,6542 Ridge Road,Sykesville,MD,21784,Supplemental Virtual,49.0,599.0,474.0,39.5,39.393553999999995,-76.93348399999999,23-Suburb: Small,15.16,Regular school,Currently operational ,Elementary
29973,Eldersburg Elementary,1021 Johnsville Road,Sykesville,MD,21784,Supplemental Virtual,57.0,459.0,345.0,30.899999618530302,39.4095,-76.9585,23-Suburb: Small,14.85,Regular school,Currently operational ,Elementary
29974,Elmer A. Wolfe Elementary,119 North Main Street,Union Bridge,MD,21791,Supplemental Virtual,167.0,416.0,379.0,37.0999984741211,39.576807,-77.17688299999999,42-Rural: Distant,11.21,Regular school,Currently operational ,Elementary
29975,Francis Scott Key High,3825 Bark Hill Road,Union Bridge,MD,21791,Supplemental Virtual,301.0,885.0,767.0,54.0,39.5927,-77.1336,41-Rural: Fringe,16.39,Regular school,Currently operational ,High
29976,Freedom District Elementary,5626 Sykesville Road,Sykesville,MD,21784,Supplemental Virtual,38.0,544.0,452.0,37.9000015258789,39.419000000000004,-76.9435,23-Suburb: Small,14.35,Regular school,Currently operational ,Elementary
29977,Hampstead Elementary,3737 Shiloh Road,Hampstead,MD,21074,Supplemental Virtual,79.0,385.0,329.0,37.7000007629395,39.6022,-76.8623,21-Suburb: Large,10.21,Regular school,Currently operational ,Elementary
29978,Manchester Elementary,3224 York Street,Manchester,MD,21102,Supplemental Virtual,113.0,599.0,525.0,41.2999992370605,39.6632,-76.8839,31-Town: Fringe,14.5,Regular school,Currently operational ,Elementary
29979,Mechanicsville Elementary,3838 Sykesville Road,Sykesville,MD,21784,Supplemental Virtual,67.0,426.0,366.0,31.899999618530302,39.4685,-76.9425,41-Rural: Fringe,13.35,Regular school,Currently operational ,Elementary
29980,Mount Airy Elementary,405 North Main Street,Mount Airy,MD,21771,Supplemental Virtual,69.0,436.0,340.0,30.7999992370605,39.380154,-77.149412,21-Suburb: Large,14.16,Regular school,Currently operational ,Elementary
29981,Mount Airy Middle,102 Watersville Road,Mount Airy,MD,21771,Supplemental Virtual,119.0,690.0,567.0,45.2000007629395,39.380941,-77.14743,21-Suburb: Large,15.27,Regular school,Currently operational ,Middle
29982,North Carroll Middle,2401 Hanover Pike,Hampstead,MD,21074,Supplemental Virtual,144.0,628.0,551.0,39.5999984741211,39.643,-76.866,41-Rural: Fringe,15.86,Regular school,Currently operational ,Middle
29983,Northwest Middle,99 Kings Drive,Taneytown,MD,21787,Supplemental Virtual,285.0,645.0,534.0,46.0,39.6517,-77.1676,31-Town: Fringe,14.02,Regular school,Currently operational ,Middle
29984,Robert Moton Elementary,1413 Washington Road,Westminster,MD,21157,Supplemental Virtual,220.0,387.0,227.0,51.4000015258789,39.5352,-76.9934,41-Rural: Fringe,7.53,Regular school,Currently operational ,Elementary
29985,Sandymount Elementary,2222 Old Westminster Pike,Finksburg,MD,21048,Supplemental Virtual,73.0,478.0,391.0,32.7999992370605,39.5218,-76.9189,23-Suburb: Small,14.57,Regular school,Currently operational ,Elementary
29986,South Carroll High,1300 West Old Liberty Road,Sykesville,MD,21784,Supplemental Virtual,118.0,984.0,842.0,59.0,39.4431,-77.0415,41-Rural: Fringe,16.68,Regular school,Currently operational ,High
29987,Sykesville Middle,7301 Springfield Avenue,Sykesville,MD,21784,Supplemental Virtual,113.0,762.0,614.0,47.0,39.373319,-76.966241,23-Suburb: Small,16.21,Regular school,Currently operational ,Middle
29988,Taneytown Elementary,100 Kings Drive,Taneytown,MD,21787,Supplemental Virtual,218.0,374.0,298.0,40.0,39.6527,-77.1714,31-Town: Fringe,9.35,Regular school,Currently operational ,Elementary
29989,Westminster East Middle,121 Longwell Avenue,Westminster,MD,21157,Supplemental Virtual,217.0,730.0,538.0,50.5,39.5753,-76.9902,23-Suburb: Small,14.46,Regular school,Currently operational ,Middle
29990,Westminster Elementary,811 Uniontown Road,Westminster,MD,21158,Supplemental Virtual,160.0,535.0,379.0,36.5,39.5796,-77.0258,23-Suburb: Small,14.66,Regular school,Currently operational ,Elementary
29991,Westminster High,1225 Washington Road,Westminster,MD,21157,Supplemental Virtual,260.0,1515.0,1242.0,92.0,39.541146999999995,-76.992591,23-Suburb: Small,16.47,Regular school,Currently operational ,High
29992,Westminster West Middle,60 Monroe Street,Westminster,MD,21157,Supplemental Virtual,237.0,904.0,671.0,58.7999992370605,39.5831,-76.9942,23-Suburb: Small,15.37,Regular school,Currently operational ,Middle
29993,William Winchester Elementary,70 Monroe Street,Westminster,MD,21157,Supplemental Virtual,157.0,483.0,314.0,35.9000015258789,39.5815,-76.9944,23-Suburb: Small,13.45,Regular school,Currently operational ,Elementary
29994,Winfield Elementary,4401 Salem Bottom Road,Westminster,MD,21157,Supplemental Virtual,117.0,583.0,537.0,50.0999984741211,39.4532,-77.0543,41-Rural: Fringe,11.64,Regular school,Currently operational ,Elementary
29995,Oklahoma Road Middle,6300 Oklahoma Road,Sykesville,MD,21784,Supplemental Virtual,63.0,721.0,571.0,43.7999992370605,39.4011,-76.9316,23-Suburb: Small,16.46,Regular school,Currently operational ,Middle
29996,Linton Springs Elementary,375 Ronsdale Road,Sykesville,MD,21784,Supplemental Virtual,83.0,674.0,577.0,40.5,39.4233,-76.9872,41-Rural: Fringe,16.64,Regular school,Currently operational ,Elementary
29997,Cranberry Station Elementary,505 North Center Street,Westminster,MD,21157,Supplemental Virtual,186.0,544.0,415.0,36.2999992370605,39.5737,-76.9781,41-Rural: Fringe,14.99,Regular school,Currently operational ,Elementary
29998,Century High,355 Ronsdale Road,Sykesville,MD,21784,Supplemental Virtual,126.0,1135.0,919.0,63.0,39.4249,-76.9917,41-Rural: Fringe,18.02,Regular school,Currently operational ,High
29999,Winters Mill High,560 Gorsuch Road,Westminster,MD,21157,Supplemental Virtual,295.0,1080.0,780.0,65.6699981689453,39.5713,-76.9766,41-Rural: Fringe,16.45,Regular school,Currently operational ,High
30000,Liberty High,5855 Bartholow Road,Sykesville,MD,21784,Supplemental Virtual,59.0,993.0,815.0,60.0,39.4133,-76.9527,23-Suburb: Small,16.55,Regular school,Currently operational ,High
30001,Parr's Ridge Elementary,202 Watersville Road,Mt Airy,MD,21771,Supplemental Virtual,71.0,384.0,292.0,29.7000007629395,39.3787,-77.1473,21-Suburb: Large,12.93,Regular school,Currently operational ,Elementary
30003,Ebb Valley Elementary,3100 Swiper Road,Manchester,MD,21102,Supplemental Virtual,113.0,527.0,474.0,35.2000007629395,39.676598,-76.888914,41-Rural: Fringe,14.97,Regular school,Currently operational ,Elementary
30004,Manchester Valley High,3300 Maple Grove Road,Manchester,MD,21102,Supplemental Virtual,254.0,1321.0,1154.0,75.8000030517578,39.653925,-76.878844,31-Town: Fringe,17.43,Regular school,Currently operational ,High
30005,Shiloh Middle,3675 Willow Street,Hampstead,MD,21074,Supplemental Virtual,146.0,623.0,516.0,42.0,39.5991,-76.8613,21-Suburb: Large,14.83,Regular school,Currently operational ,Middle
30006,Piney Ridge Elementary,6315 Freedom Avenue,Sykesville,MD,21784,Supplemental Virtual,110.0,538.0,371.0,34.0,39.4006,-76.9618,23-Suburb: Small,15.82,Regular school,Currently operational ,Elementary
30007,Spring Garden Elementary,700 Boxwood Drive,Hampstead,MD,21074,Supplemental Virtual,125.0,429.0,364.0,30.2999992370605,39.593,-76.8405,21-Suburb: Large,14.16,Regular school,Currently operational ,Elementary
30008,Bainbridge Elementary,41 Preston Dr,Port Deposit,MD,21904,Supplemental Virtual,137.0,265.0,221.0,20.6000003814697,39.606161,-76.074838,22-Suburb: Mid-size,12.86,Regular school,Currently operational ,Elementary
30009,Bay View Elementary,910 North East Rd,North East,MD,21901,Supplemental Virtual,187.0,414.0,300.0,30.7999992370605,39.6386,-75.9567,41-Rural: Fringe,13.44,Regular school,Currently operational ,Elementary
30010,Bohemia Manor High,2755 Augustine Herman Hwy,Chesapeake City,MD,21915,Supplemental Virtual,151.0,632.0,513.0,47.2999992370605,39.510999999999996,-75.8311,41-Rural: Fringe,13.36,Regular school,Currently operational ,High
30011,Calvert Elementary,79 Brick Meetinghouse Rd,Rising Sun,MD,21911,Supplemental Virtual,117.0,404.0,375.0,27.399999618530302,39.7008,-75.9846,41-Rural: Fringe,14.74,Regular school,Currently operational ,Elementary
30012,Cecil Manor Elementary,971 Elk Mills Rd,Elkton,MD,21921,Supplemental Virtual,202.0,374.0,148.0,32.5999984741211,39.6582,-75.8176,41-Rural: Fringe,11.47,Regular school,Currently operational ,Elementary
30013,Cecilton Elementary,251 West Main St,Cecilton,MD,21913,Supplemental Virtual,132.0,282.0,207.0,20.090000152587898,39.4059,-75.8747,42-Rural: Distant,14.04,Regular school,Currently operational ,Elementary
30014,Charlestown Elementary,550 Baltimore Street,Charlestown,MD,21914,Supplemental Virtual,65.0,253.0,197.0,21.2000007629395,39.5744,-75.9823,41-Rural: Fringe,11.93,Regular school,Currently operational ,Elementary
30015,Cherry Hill Middle,2535 Singerly Rd,Elkton,MD,21921,Supplemental Virtual,148.0,414.0,277.0,31.0,39.6741,-75.860191,41-Rural: Fringe,13.35,Regular school,Currently operational ,Middle
30016,Chesapeake City Elementary,214 Third St,Chesapeake City,MD,21915,Supplemental Virtual,89.0,349.0,309.0,21.3099994659424,39.527,-75.8159,41-Rural: Fringe,16.38,Regular school,Currently operational ,Elementary
30017,Conowingo Elementary,471 Rowlandsville Rd,Conowingo,MD,21918,Supplemental Virtual,130.0,407.0,373.0,28.7999992370605,39.6743,-76.1586,41-Rural: Fringe,14.13,Regular school,Currently operational ,Elementary
30018,Elkton Middle,615 North St,Elkton,MD,21921,Supplemental Virtual,366.0,574.0,216.0,45.0999984741211,39.6201,-75.8301,21-Suburb: Large,12.73,Regular school,Currently operational ,Middle
30019,Elkton High,110 James St,Elkton,MD,21921,Supplemental Virtual,457.0,1061.0,493.0,71.5,39.6229,-75.8348,21-Suburb: Large,14.84,Regular school,Currently operational ,High
30020,Gilpin Manor Elementary,203 Newark Ave,Elkton,MD,21921,Supplemental Virtual,259.0,392.0,156.0,32.2000007629395,39.6192,-75.8338,21-Suburb: Large,12.17,Regular school,Currently operational ,Elementary
30021,Holly Hall Elementary,233 White Hall Rd,Elkton,MD,21921,Supplemental Virtual,225.0,390.0,217.0,31.899999618530302,39.5926,-75.8217,21-Suburb: Large,12.23,Regular school,Currently operational ,Elementary
30022,Leeds Elementary,615 Deaver Rd,Elkton,MD,21921,Supplemental Virtual,156.0,350.0,300.0,27.2999992370605,39.646878,-75.892197,41-Rural: Fringe,12.82,Regular school,Currently operational ,Elementary
30023,North East Elementary,301 Thomas Ave,North East,MD,21901,Supplemental Virtual,253.0,522.0,374.0,35.2999992370605,39.5966,-75.9365,21-Suburb: Large,14.79,Regular school,Currently operational ,Elementary
30024,North East Middle,200 E Cecil Ave,North East,MD,21901,Supplemental Virtual,334.0,798.0,637.0,57.0,39.6007,-75.9394,21-Suburb: Large,14.0,Regular school,Currently operational ,Middle
30025,North East High,300 Irishtown Rd,North East,MD,21901,Supplemental Virtual,337.0,1020.0,843.0,74.5,39.5854,-75.9332,41-Rural: Fringe,13.69,Regular school,Currently operational ,High
30026,Perryville Elementary,901 Maywood Ave,Perryville,MD,21903,Supplemental Virtual,196.0,371.0,283.0,28.2000007629395,39.5656,-76.0679,22-Suburb: Mid-size,13.16,Regular school,Currently operational ,Elementary
30027,Perryville High,1696 Perryville Rd,Perryville,MD,21903,Supplemental Virtual,233.0,810.0,677.0,57.0,39.5822,-76.063,22-Suburb: Mid-size,14.21,Regular school,Currently operational ,High
30028,Perryville Middle,850 Aiken Ave,Perryville,MD,21903,Supplemental Virtual,220.0,585.0,460.0,43.0,39.569,-76.0685,22-Suburb: Mid-size,13.6,Regular school,Currently operational ,Middle
30029,Rising Sun Elementary,500 Hopewell Rd,Rising Sun,MD,21911,Supplemental Virtual,188.0,634.0,562.0,40.5999984741211,39.68123,-76.066198,41-Rural: Fringe,15.62,Regular school,Currently operational ,Elementary
30030,Rising Sun Middle School,289 Pearl Street,Rising Sun,MD,21911,Supplemental Virtual,179.0,685.0,618.0,46.4000015258789,39.7016,-76.0665,21-Suburb: Large,14.76,Regular school,Currently operational ,Middle
30031,Thomson Estates Elementary,203 E Thomson Dr,Elkton,MD,21921,Supplemental Virtual,254.0,453.0,209.0,35.5,39.6052,-75.7991,21-Suburb: Large,12.76,Regular school,Currently operational ,Elementary
30032,Bohemia Manor Middle,2757 Augustine Herman Hwy,Chesapeake City,MD,21915,Supplemental Virtual,153.0,470.0,367.0,36.0,39.5116,-75.8305,41-Rural: Fringe,13.06,Regular school,Currently operational ,Middle
30033,Kenmore Elementary,2475 Singerly Rd,Elkton,MD,21921,Supplemental Virtual,80.0,303.0,237.0,21.899999618530302,39.6728,-75.8594,41-Rural: Fringe,13.84,Regular school,Currently operational ,Elementary
30034,Elk Neck Elementary,41 Racine School Rd,Elkton,MD,21921,Supplemental Virtual,130.0,430.0,375.0,28.2999992370605,39.535540000000005,-75.899311,41-Rural: Fringe,15.19,Regular school,Currently operational ,Elementary
30035,Rising Sun High,100 Tiger Dr,North East,MD,21901,Supplemental Virtual,224.0,1076.0,972.0,72.5,39.6918,-75.9713,41-Rural: Fringe,14.84,Regular school,Currently operational ,High
30036,Mary H. Matula Elementary School,6025 Radio Station Rd,La Plata,MD,20646,Supplemental Virtual,148.0,531.0,227.0,43.0,38.5478,-76.956,22-Suburb: Mid-size,12.35,Regular school,Currently operational ,Elementary
30037,Westlake High School,3300 Middletown Rd,Waldorf,MD,20603,Supplemental Virtual,423.0,1139.0,68.0,76.0,38.622332,-76.967007,22-Suburb: Mid-size,14.99,Regular school,Currently operational ,High
30038,C. Paul Barnhart Elementary School,4800 Lancaster Circle,Waldorf,MD,20603,Supplemental Virtual,291.0,609.0,13.0,40.0,38.624408,-76.93765,22-Suburb: Mid-size,15.23,Regular school,Currently operational ,Elementary
30039,Arthur Middleton Elementary School,1109 Copley Ave,Waldorf,MD,20602,Supplemental Virtual,253.0,545.0,51.0,37.0,38.6026,-76.9219,22-Suburb: Mid-size,14.73,Regular school,Currently operational ,Elementary
30040,Benjamin Stoddert Middle School,2040 Saint Thomas Dr,Waldorf,MD,20602,Supplemental Virtual,434.0,838.0,52.0,47.0,38.6011,-76.8979,22-Suburb: Mid-size,17.83,Regular school,Currently operational ,Middle
30041,Dr. Gustavus Brown Elementary,421 University Dr,Waldorf,MD,20602,Supplemental Virtual,259.0,407.0,32.0,30.0,38.5945,-76.9194,22-Suburb: Mid-size,13.57,Regular school,Currently operational ,Elementary
30042,Dr. Samuel A. Mudd Elementary School,820 Stone Ave,Waldorf,MD,20602,Supplemental Virtual,401.0,566.0,33.0,36.0,38.60839,-76.910453,22-Suburb: Mid-size,15.72,Regular school,Currently operational ,Elementary
30043,Eva Turner Elementary School,1000 Bannister Cir,Waldorf,MD,20602,Supplemental Virtual,268.0,421.0,29.0,33.0,38.623053999999996,-76.887279,22-Suburb: Mid-size,12.76,Regular school,Currently operational ,Elementary
30044,Gale-Bailey Elementary School,4740 Pisgah Marbury Rd,Marbury,MD,20658,Supplemental Virtual,136.0,348.0,156.0,30.0,38.5612,-77.1505,41-Rural: Fringe,11.6,Regular school,Currently operational ,Elementary
30045,General Smallwood Middle School,4990 Indian Head Hwy,Indian Head,MD,20640,Supplemental Virtual,281.0,500.0,168.0,42.0,38.6029,-77.1346,22-Suburb: Mid-size,11.9,Regular school,Currently operational ,Middle
30046,Indian Head Elementary School,4200 Indian Head Hwy,Indian Head,MD,20640,Supplemental Virtual,266.0,416.0,82.0,32.0,38.6004,-77.1669,22-Suburb: Mid-size,13.0,Regular school,Currently operational ,Elementary
30047,J. C. Parks Elementary School,3505 Livingston Rd,Indian Head,MD,20640,Supplemental Virtual,253.0,592.0,52.0,39.0,38.6147,-77.0749,41-Rural: Fringe,15.18,Regular school,Currently operational ,Elementary
30048,J. P. Ryon Elementary School,12140 Vivian Adams Dr,Waldorf,MD,20601,Supplemental Virtual,386.0,630.0,50.0,44.0,38.6222,-76.8893,22-Suburb: Mid-size,14.32,Regular school,Currently operational ,Elementary
30049,Dr. James Craik Elementary School,7725 Marshall Corner Rd,Pomfret,MD,20675,Supplemental Virtual,146.0,499.0,215.0,35.0,38.569,-77.0298,41-Rural: Fringe,14.26,Regular school,Currently operational ,Elementary
30050,John Hanson Middle School,3165 John Hanson Dr,Waldorf,MD,20601,Supplemental Virtual,445.0,849.0,135.0,60.0,38.62417,-76.88803399999999,22-Suburb: Mid-size,14.15,Regular school,Currently operational ,Middle
30051,La Plata High School,6035 Radio Station Rd,La Plata,MD,20646,Supplemental Virtual,255.0,1174.0,703.0,71.0,38.5462,-76.9502,41-Rural: Fringe,16.54,Regular school,Currently operational ,High
30052,Henry E. Lackey High School,3000 Chicamuxen Rd,Indian Head,MD,20640,Supplemental Virtual,476.0,1024.0,276.0,71.0,38.5794,-77.1276,41-Rural: Fringe,14.42,Regular school,Currently operational ,High
30053,Malcolm Elementary School,14760 Poplar Hill Rd,Waldorf,MD,20601,Supplemental Virtual,149.0,419.0,129.0,28.0,38.6171,-76.7976,41-Rural: Fringe,14.96,Regular school,Currently operational ,Elementary
30054,Matthew Henson Middle School,3535 Livingston Rd,Indian Head,MD,20640,Supplemental Virtual,282.0,784.0,73.0,50.0,38.6138,-77.0768,41-Rural: Fringe,15.68,Regular school,Currently operational ,Middle
30055,Maurice J. McDonough High School,7165 Marshall Corner Rd,Pomfret,MD,20675,Supplemental Virtual,291.0,999.0,310.0,63.0,38.555758000000004,-77.035139,41-Rural: Fringe,15.86,Regular school,Currently operational ,High
30056,Milton M. Somers Middle School,300 Willow Lane,La Plata,MD,20646,Supplemental Virtual,296.0,1049.0,386.0,64.0,38.5239,-76.9726,22-Suburb: Mid-size,16.39,Regular school,Currently operational ,Middle
30057,Piccowaxen Middle School,12834 Rock Point Rd,Newburg,MD,20664,Supplemental Virtual,97.0,443.0,327.0,31.0,38.3617,-76.9416,41-Rural: Fringe,14.29,Regular school,Currently operational ,Middle
30058,T. C. Martin Elementary School,6315 Olivers Shop Rd,Bryantown,MD,20617,Supplemental Virtual,127.0,470.0,248.0,31.0,38.5394,-76.8427,41-Rural: Fringe,15.16,Regular school,Currently operational ,Elementary
30059,Thomas Stone High School,3785 Leonardtown Rd,Waldorf,MD,20601,Supplemental Virtual,577.0,1115.0,138.0,85.0,38.614853000000004,-76.886379,22-Suburb: Mid-size,13.12,Regular school,Currently operational ,High
30060,Walter J. Mitchell Elementary School,400 Willow Ln,La Plata,MD,20646,Supplemental Virtual,165.0,613.0,377.0,36.0,38.5197,-76.9689,22-Suburb: Mid-size,17.03,Regular school,Currently operational ,Elementary
30061,Dr. Thomas L. Higdon Elementary School,12872 Rock Point Rd,Newburg,MD,20664,Supplemental Virtual,124.0,362.0,257.0,28.0,38.3597,-76.9403,41-Rural: Fringe,12.93,Regular school,Currently operational ,Elementary
