,SCH_NAME,LSTREET1,LCITY,LSTATE,LZIP,VIRTUAL,TOTFRL,TOTAL,WH,FTE,LATCOD,LONCOD,ULOCALE,STUTERATIO,SCHOOL_TYPE_TEXT,SY_STATUS_TEXT,SCHOOL_LEVEL
30156,Northern Garrett High School,86 Pride Pkwy,Accident,MD,21520,Supplemental Virtual,173.0,461.0,440.0,36.4099998474121,39.6645,-79.2976,42-Rural: Distant,12.66,Regular school,Currently operational ,High
30157,Route 40 Elementary,17764 National Pike,Frostburg,MD,21532,Supplemental Virtual,42.0,119.0,117.0,8.560000419616701,39.686820000000004,-79.010434,41-Rural: Fringe,13.9,Regular school,Currently operational ,Elementary
30158,Southern Garrett High School,345 Oakland Dr,Oakland,MD,21550,Supplemental Virtual,296.0,678.0,653.0,48.4500007629395,39.404198,-79.390176,32-Town: Distant,13.99,Regular school,Currently operational ,High
30159,Southern Middle School,605 Harvey Winters Road,Oakland,MD,21550,Supplemental Virtual,258.0,468.0,447.0,35.1599998474121,39.4154,-79.3803,32-Town: Distant,13.31,Regular school,Currently operational ,Middle
30160,Swan Meadow School,6709 Garrett Highway,Oakland,MD,21550,Supplemental Virtual,11.0,45.0,44.0,4.07999992370605,39.3494,-79.4338,42-Rural: Distant,11.03,Regular school,Currently operational ,Elementary
30161,Yough Glades Elementary,70 Wolf Acres Dr,Oakland,MD,21550,Supplemental Virtual,192.0,284.0,271.0,25.4599990844727,39.3961,-79.3941,32-Town: Distant,11.15,Regular school,Currently operational ,Elementary
30162,Northern Middle School,371 Pride Pkwy,Accident,MD,21520,Supplemental Virtual,143.0,355.0,342.0,26.280000686645497,39.6634,-79.3022,42-Rural: Distant,13.51,Regular school,Currently operational ,Middle
30163,Abingdon Elementary,399 Singer Rd,Abingdon,MD,21009,Supplemental Virtual,236.0,649.0,357.0,44.5699996948242,39.4771,-76.3254,22-Suburb: Mid-size,14.56,Regular school,Currently operational ,Elementary
30164,Fountain Green Elementary,517 Fountain Green Rd,Bel Air,MD,21015,Supplemental Virtual,74.0,458.0,349.0,30.059999465942397,39.540879,-76.304232,22-Suburb: Mid-size,15.24,Regular school,Currently operational ,Elementary
30165,Church Creek Elementary,4299 Church Creek Rd,Belcamp,MD,21017,Supplemental Virtual,305.0,678.0,231.0,41.3499984741211,39.4754,-76.2483,22-Suburb: Mid-size,16.4,Regular school,Currently operational ,Elementary
30167,Emmorton Elementary,2502 Tollgate Rd,Bel Air,MD,21014,Supplemental Virtual,100.0,564.0,352.0,36.97999954223629,39.486605,-76.329138,22-Suburb: Mid-size,15.25,Regular school,Currently operational ,Elementary
30168,Aberdeen Middle,111 Mount Royal Ave,Aberdeen,MD,21001,Supplemental Virtual,711.0,1204.0,407.0,80.3399963378906,39.5155,-76.1648,22-Suburb: Mid-size,14.99,Regular school,Currently operational ,Middle
30169,Aberdeen High,251 Paradise Rd,Aberdeen,MD,21001,Supplemental Virtual,737.0,1441.0,498.0,93.3300018310547,39.5163,-76.1711,22-Suburb: Mid-size,15.44,Regular school,Currently operational ,High
30170,Bakerfield Elementary,36 Baker St,Aberdeen,MD,21001,Supplemental Virtual,287.0,383.0,137.0,31.510000228881804,39.513216,-76.170673,22-Suburb: Mid-size,12.15,Regular school,Currently operational ,Elementary
30171,Bel Air Elementary,30 E Lee St,Bel Air,MD,21014,Supplemental Virtual,128.0,522.0,366.0,34.1800003051758,39.5389,-76.3503,22-Suburb: Mid-size,15.27,Regular school,Currently operational ,Elementary
30172,Southampton Middle,1200 Moores Mill Rd,Bel Air,MD,21014,Supplemental Virtual,219.0,1173.0,923.0,74.3399963378906,39.546593,-76.332768,22-Suburb: Mid-size,15.78,Regular school,Currently operational ,Middle
30173,Bel Air High,100 Heighe St,Bel Air,MD,21014,Supplemental Virtual,218.0,1557.0,1146.0,91.3300018310547,39.531077,-76.348008,22-Suburb: Mid-size,17.05,Regular school,Currently operational ,High
30174,Churchville Elementary,2935 Level Rd,Churchville,MD,21028,Supplemental Virtual,64.0,338.0,284.0,25.2299995422363,39.561211,-76.245204,41-Rural: Fringe,13.4,Regular school,Currently operational ,Elementary
30175,Darlington Elementary,2119 Shuresville Rd,Darlington,MD,21034,Supplemental Virtual,32.0,98.0,80.0,11.4899997711182,39.6371,-76.20100000000001,41-Rural: Fringe,8.53,Regular school,Currently operational ,Elementary
30176,Deerfield Elementary,2307 Willoughby Beach Rd,Edgewood,MD,21040,Supplemental Virtual,551.0,720.0,168.0,49.4000015258789,39.421794,-76.29019100000001,22-Suburb: Mid-size,14.57,Regular school,Currently operational ,Elementary
30177,Dublin Elementary,1527 Whiteford Rd,Street,MD,21154,Supplemental Virtual,79.0,215.0,192.0,17.0799999237061,39.6487,-76.266,42-Rural: Distant,12.59,Regular school,Currently operational ,Elementary
30178,Edgewood Elementary,2100 Cedar Dr,Edgewood,MD,21040,Supplemental Virtual,263.0,349.0,92.0,27.989999771118196,39.4237,-76.2991,22-Suburb: Mid-size,12.47,Regular school,Currently operational ,Elementary
30179,Edgewood Middle,2311 Willoughby Beach Rd,Edgewood,MD,21040,Supplemental Virtual,817.0,1186.0,353.0,80.3399963378906,39.4223,-76.2886,22-Suburb: Mid-size,14.76,Regular school,Currently operational ,Middle
30180,Edgewood High,2415 Willoughby Beach Rd,Edgewood,MD,21040,Supplemental Virtual,871.0,1413.0,412.0,82.69000244140621,39.422139,-76.286325,22-Suburb: Mid-size,17.09,Regular school,Currently operational ,High
30181,Fallston High,2301 Carrs Mill Rd,Fallston,MD,21047,Supplemental Virtual,108.0,977.0,838.0,60.25,39.521876,-76.413268,22-Suburb: Mid-size,16.22,Regular school,Currently operational ,High
30182,Forest Lakes Elementary,100 Osborne Pkwy,Forest Hill,MD,21050,Supplemental Virtual,59.0,429.0,360.0,26.899999618530302,39.569136,-76.384617,22-Suburb: Mid-size,15.95,Regular school,Currently operational ,Elementary
30183,Halls Cross Roads Elementary,203 E Bel Air Ave,Aberdeen,MD,21001,Supplemental Virtual,364.0,429.0,102.0,36.439998626709,39.5056,-76.155,22-Suburb: Mid-size,11.77,Regular school,Currently operational ,Elementary
30185,Havre de Grace Elementary,600 Juniata St,Havre De Grace,MD,21078,Supplemental Virtual,306.0,575.0,315.0,35.0,39.542,-76.0972,22-Suburb: Mid-size,16.43,Regular school,Currently operational ,Elementary
30186,Havre de Grace Middle,445 Lewis Lane,Havre de Grace,MD,21078,Supplemental Virtual,265.0,613.0,364.0,39.25,39.54435,-76.10189,22-Suburb: Mid-size,15.62,Regular school,Currently operational ,Middle
30187,Havre de Grace High,445 Lewis Lane,Havre de Grace,MD,21078,Supplemental Virtual,262.0,699.0,404.0,43.540000915527294,39.54435,-76.10189,22-Suburb: Mid-size,16.05,Regular school,Currently operational ,High
30188,Hickory Elementary,2100 Conowingo Rd,Bel Air,MD,21014,Supplemental Virtual,103.0,643.0,507.0,43.220001220703104,39.578855,-76.348789,22-Suburb: Mid-size,14.88,Regular school,Currently operational ,Elementary
30189,G. Lisby Elementary at Hillsdale,810 Edmund St,Aberdeen,MD,21001,Supplemental Virtual,291.0,420.0,131.0,32.740001678466804,39.5037,-76.1799,22-Suburb: Mid-size,12.83,Regular school,Currently operational ,Elementary
30190,Homestead/Wakefield Elementary,900 S Main St,Bel Air,MD,21014,Supplemental Virtual,140.0,996.0,710.0,59.7299995422363,39.5249,-76.3413,22-Suburb: Mid-size,16.68,Regular school,Currently operational ,Elementary
30191,Jarrettsville Elementary,3818 Norrisville Rd,Jarrettsville,MD,21084,Supplemental Virtual,45.0,426.0,383.0,27.600000381469698,39.6023,-76.4864,41-Rural: Fringe,15.43,Regular school,Currently operational ,Elementary
30193,Joppatowne Elementary,407 Trimble Rd,Joppa,MD,21085,Supplemental Virtual,294.0,536.0,286.0,37.569999694824205,39.4206,-76.3619,22-Suburb: Mid-size,14.27,Regular school,Currently operational ,Elementary
30194,Joppatowne High,555 Joppa Farm Rd,Joppa,MD,21085,Supplemental Virtual,541.0,782.0,202.0,53.33000183105471,39.4143,-76.3516,22-Suburb: Mid-size,14.66,Regular school,Currently operational ,High
30195,Magnolia Elementary,901 Trimble Rd,Joppa,MD,21085,Supplemental Virtual,442.0,517.0,47.0,40.430000305175795,39.411,-76.3318,22-Suburb: Mid-size,12.79,Regular school,Currently operational ,Elementary
30196,Meadowvale Elementary,910 Grace View Dr,Havre De Grace,MD,21078,Supplemental Virtual,166.0,454.0,301.0,31.4200000762939,39.56302,-76.106098,22-Suburb: Mid-size,14.45,Regular school,Currently operational ,Elementary
30197,Norrisville Elementary,5302 Norrisville Rd,White Hall,MD,21161,Supplemental Virtual,33.0,205.0,192.0,16.7999992370605,39.7001,-76.5338,42-Rural: Distant,12.2,Regular school,Currently operational ,Elementary
30198,North Harford Middle,112 Pylesville Rd,Pylesville,MD,21132,Supplemental Virtual,152.0,878.0,788.0,56.2000007629395,39.6754,-76.4061,42-Rural: Distant,15.62,Regular school,Currently operational ,Middle
30199,North Harford High,211 Pylesville Rd,Pylesville,MD,21132,Supplemental Virtual,217.0,1226.0,1118.0,71.6999969482422,39.676,-76.4003,42-Rural: Distant,17.1,Regular school,Currently operational ,High
30200,Roye-Williams Elementary,201 Oakington Rd,Havre De Grace,MD,21078,Supplemental Virtual,183.0,410.0,164.0,34.3499984741211,39.521546,-76.135572,41-Rural: Fringe,11.94,Regular school,Currently operational ,Elementary
30201,Prospect Mill Elementary,101 Prospect Mill Rd,Bel Air,MD,21015,Supplemental Virtual,132.0,566.0,381.0,37.2999992370605,39.5564,-76.2925,41-Rural: Fringe,15.17,Regular school,Currently operational ,Elementary
30202,Riverside Elementary,211 Stillmeadow Dr,Joppa,MD,21085,Supplemental Virtual,288.0,445.0,173.0,31.9300003051758,39.4011,-76.33800000000001,22-Suburb: Mid-size,13.94,Regular school,Currently operational ,Elementary
30203,William S. James Elementary,1 Laurentum Pkw,Abingdon,MD,21009,Supplemental Virtual,120.0,480.0,344.0,29.440000534057603,39.481,-76.3076,22-Suburb: Mid-size,16.3,Regular school,Currently operational ,Elementary
30204,William Paca/Old Post Road Elementary,2706 Old Philadelphia Rd,Abingdon,MD,21009,Supplemental Virtual,633.0,836.0,199.0,60.209999084472706,39.4497,-76.2974,22-Suburb: Mid-size,13.88,Regular school,Currently operational ,Elementary
30205,Youths Benefit Elementary,1901 Fallston Rd,Fallston,MD,21047,Supplemental Virtual,92.0,1082.0,942.0,58.4900016784668,39.530778999999995,-76.438732,22-Suburb: Mid-size,18.5,Regular school,Currently operational ,Elementary
30206,Magnolia Middle,299 Fort Hoyle Rd,Joppa,MD,21085,Supplemental Virtual,568.0,812.0,209.0,55.8400001525879,39.408,-76.3302,22-Suburb: Mid-size,14.54,Regular school,Currently operational ,Middle
30207,C. Milton Wright High,1301 N Fountain Green Rd,Bel Air,MD,21015,Supplemental Virtual,247.0,1330.0,1026.0,80.3300018310547,39.561491,-76.330022,22-Suburb: Mid-size,16.56,Regular school,Currently operational ,High
30208,Bel Air Middle,99 Idlewild Street,Bel Air,MD,21014,Supplemental Virtual,243.0,1441.0,1067.0,79.3399963378906,39.5274,-76.3445,22-Suburb: Mid-size,18.16,Regular school,Currently operational ,Middle
30209,North Harford Elementary,120 Pylesville Rd,Pylesville,MD,21132,Supplemental Virtual,78.0,331.0,310.0,23.3600006103516,39.6771,-76.4035,42-Rural: Distant,14.17,Regular school,Currently operational ,Elementary
30210,Patterson Mill High School,85 Patterson Mill Rd,Bel Air,MD,21015,Supplemental Virtual,151.0,836.0,599.0,51.25,39.507129,-76.324471,22-Suburb: Mid-size,16.31,Regular school,Currently operational ,High
30211,Patterson Mill Middle School,85 Patterson Mill Rd,Bel Air,MD,21015,Supplemental Virtual,136.0,742.0,500.0,46.2599983215332,39.507129,-76.324471,22-Suburb: Mid-size,16.04,Regular school,Currently operational ,Middle
30212,Red Pump Elementary School,600 Red Pump Road,Bel Air,MD,21014,Supplemental Virtual,98.0,758.0,643.0,47.8600006103516,39.544792,-76.38582099999999,22-Suburb: Mid-size,15.84,Regular school,Currently operational ,Elementary
30213,Forest Hill Elementary,2407 Rocks Rd,Forest Hill,MD,21050,Supplemental Virtual,39.0,472.0,391.0,31.7999992370605,39.5863,-76.38600000000001,22-Suburb: Mid-size,14.84,Regular school,Currently operational ,Elementary
30214,Ring Factory Elementary,1400 Emmorton Rd,Bel Air,MD,21014,Supplemental Virtual,63.0,520.0,411.0,33.8899993896484,39.5139,-76.3317,22-Suburb: Mid-size,15.34,Regular school,Currently operational ,Elementary
30215,Fallston Middle School,2303 Carrs Mill Rd,Fallston,MD,21047,Supplemental Virtual,82.0,864.0,743.0,54.25,39.519298,-76.41083499999999,22-Suburb: Mid-size,15.93,Regular school,Currently operational ,Middle
30216,North Bend Elementary,1445 N Bend Rd,Jarrettsville,MD,21084,Supplemental Virtual,54.0,378.0,338.0,26.7000007629395,39.6321,-76.4592,41-Rural: Fringe,14.16,Regular school,Currently operational ,Elementary
30217,Burleigh Manor Middle School,4200 Centennial Lane,Ellicott City,MD,21042,Supplemental Virtual,89.0,844.0,267.0,54.5999984741211,39.2552,-76.8674,41-Rural: Fringe,15.46,Regular school,Currently operational ,Middle
30218,Forest Ridge Elementary,9550 Gorman Rd,Laurel,MD,20723,Supplemental Virtual,180.0,663.0,111.0,46.2999992370605,39.1351,-76.8401,21-Suburb: Large,14.32,Regular school,Currently operational ,Elementary
30219,Rockburn Elementary,6145 Montgomery Rd,Elkridge,MD,21075,Supplemental Virtual,38.0,611.0,277.0,46.9000015258789,39.2149,-76.7688,21-Suburb: Large,13.03,Regular school,Currently operational ,Elementary
30220,Mount View Middle,12101 Woodford Dr,Marriottsville,MD,21104,Supplemental Virtual,27.0,835.0,356.0,50.5999984741211,39.321,-76.9369,41-Rural: Fringe,16.5,Regular school,Currently operational ,Middle
30221,Manor Woods Elementary,11575 Frederick Rd,Ellicott City,MD,21042,Supplemental Virtual,41.0,697.0,281.0,51.0999984741211,39.29,-76.9138,41-Rural: Fringe,13.64,Regular school,Currently operational ,Elementary
30222,Elkridge Landing Middle,7085 Montgomery Rd,Elkridge,MD,21075,Supplemental Virtual,132.0,710.0,287.0,51.7999992370605,39.2123,-76.7291,21-Suburb: Large,13.71,Regular school,Currently operational ,Middle
30223,Atholton Elementary,6700 Seneca Dr,Columbia,MD,21046,Supplemental Virtual,57.0,451.0,206.0,35.0,39.1859,-76.8632,13-City: Small,12.89,Regular school,Currently operational ,Elementary
30224,Atholton High,6520 Freetown Rd,Columbia,MD,21044,Supplemental Virtual,198.0,1472.0,516.0,90.8000030517578,39.1882,-76.8806,13-City: Small,16.21,Regular school,Currently operational ,High
30225,Bryant Woods Elementary,5450 Blue Heron Ln,Columbia,MD,21044,Supplemental Virtual,144.0,360.0,84.0,40.5999984741211,39.2211,-76.8673,13-City: Small,8.87,Regular school,Currently operational ,Elementary
30226,Bushy Park Elementary,14601 Carrs Mill Rd,Glenwood,MD,21738,Supplemental Virtual,32.0,602.0,412.0,40.7000007629395,39.301607000000004,-77.02234399999999,41-Rural: Fringe,14.79,Regular school,Currently operational ,Elementary
30227,Centennial High,4300 Centennial Ln,Ellicott City,MD,21042,Supplemental Virtual,100.0,1467.0,566.0,88.0999984741211,39.253,-76.8686,41-Rural: Fringe,16.65,Regular school,Currently operational ,High
30228,Centennial Lane Elementary,3825 Centennial Ln,Ellicott City,MD,21042,Supplemental Virtual,37.0,655.0,209.0,42.7000007629395,39.2662,-76.8616,21-Suburb: Large,15.34,Regular school,Currently operational ,Elementary
30229,Clarksville Elementary,12041 Clarksville Pike,Clarksville,MD,21029,Supplemental Virtual,49.0,501.0,143.0,39.7999992370605,39.2187,-76.9291,13-City: Small,12.59,Regular school,Currently operational ,Elementary
30230,Clarksville Middle,6535 S Trotter Rd,Clarksville,MD,21029,Supplemental Virtual,18.0,716.0,266.0,43.7999992370605,39.1903,-76.9241,13-City: Small,16.35,Regular school,Currently operational ,Middle
30231,Dunloggin Middle,9129 Northfield Rd,Ellicott City,MD,21042,Supplemental Virtual,89.0,624.0,201.0,43.4000015258789,39.2565,-76.8322,21-Suburb: Large,14.38,Regular school,Currently operational ,Middle
30232,Elkridge Elementary,7075 Montgomery Rd,Elkridge,MD,21075,Supplemental Virtual,218.0,819.0,295.0,54.5,39.213667,-76.728886,21-Suburb: Large,15.03,Regular school,Currently operational ,Elementary
30233,Glenelg High,14025 Burnt Woods Rd,Glenelg,MD,21737,Supplemental Virtual,42.0,1263.0,888.0,76.1999969482422,39.275489,-77.002036,31-Town: Fringe,16.57,Regular school,Currently operational ,High
30234,Glenwood Middle,2680 Rt 97,Glenwood,MD,21738,Supplemental Virtual,34.0,510.0,367.0,35.5,39.2975,-77.0242,41-Rural: Fringe,14.37,Regular school,Currently operational ,Middle
30235,Guilford Elementary,7335 Oakland Mills Rd,Columbia,MD,21046,Supplemental Virtual,202.0,500.0,69.0,42.0999984741211,39.1694,-76.8298,13-City: Small,11.88,Regular school,Currently operational ,Elementary
30236,Hammond Elementary,8110 Aladdin Dr,Laurel,MD,20723,Supplemental Virtual,72.0,620.0,265.0,40.0999984741211,39.148,-76.8785,21-Suburb: Large,15.46,Regular school,Currently operational ,Elementary
30237,Hammond High,8800 Guilford Rd,Columbia,MD,21046,Supplemental Virtual,367.0,1316.0,319.0,94.1999969482422,39.1677,-76.8605,13-City: Small,13.97,Regular school,Currently operational ,High
30238,Hammond Middle School,8100 Aladdin Dr,Laurel,MD,20723,Supplemental Virtual,88.0,612.0,250.0,41.5999984741211,39.1485,-76.8789,21-Suburb: Large,14.71,Regular school,Currently operational ,Middle
30239,Harpers Choice Middle,5450 Beaverkill Rd,Columbia,MD,21044,Supplemental Virtual,198.0,490.0,92.0,43.0,39.2247,-76.8878,13-City: Small,11.4,Regular school,Currently operational ,Middle
30240,Howard High,8700 Old Annapolis Rd,Ellicott City,MD,21043,Supplemental Virtual,228.0,1828.0,824.0,114.699996948242,39.2265,-76.8128,13-City: Small,15.94,Regular school,Currently operational ,High
30241,Jeffers Hill Elementary,6001 Tamar Dr,Columbia,MD,21045,Supplemental Virtual,127.0,373.0,77.0,27.899999618530302,39.2054,-76.8263,13-City: Small,13.37,Regular school,Currently operational ,Elementary
30242,Lisbon Elementary,15901 Frederick Rd,Woodbine,MD,21797,Supplemental Virtual,31.0,377.0,301.0,30.7000007629395,39.3336,-77.0691,41-Rural: Fringe,12.28,Regular school,Currently operational ,Elementary
30243,Longfellow Elementary,5470 Hesperus Dr,Columbia,MD,21044,Supplemental Virtual,192.0,485.0,101.0,41.5999984741211,39.2265,-76.8817,13-City: Small,11.66,Regular school,Currently operational ,Elementary
30244,Mount Hebron High,9440 Old Frederick Road,Ellicott City,MD,21042,Supplemental Virtual,183.0,1635.0,660.0,104.699996948242,39.2993,-76.8402,21-Suburb: Large,15.62,Regular school,Currently operational ,High
30245,Northfield Elementary,9125 Northfield Rd,Ellicott City,MD,21042,Supplemental Virtual,49.0,736.0,324.0,47.0,39.2558,-76.8304,21-Suburb: Large,15.66,Regular school,Currently operational ,Elementary
30246,Oakland Mills High,9410 Kilimanjaro Rd,Columbia,MD,21045,Supplemental Virtual,416.0,1269.0,245.0,96.5999984741211,39.2087,-76.8391,13-City: Small,13.14,Regular school,Currently operational ,High
30247,Oakland Mills Middle,9540 Kilimanjaro Rd,Columbia,MD,21045,Supplemental Virtual,183.0,479.0,110.0,41.5,39.2075,-76.8435,13-City: Small,11.54,Regular school,Currently operational ,Middle
30248,Patapsco Middle,8885 Old Frederick Rd,Ellicott City,MD,21043,Supplemental Virtual,99.0,693.0,277.0,48.7999992370605,39.298023,-76.817126,21-Suburb: Large,14.2,Regular school,Currently operational ,Middle
30249,Phelps Luck Elementary,5370 Oldstone Ct,Columbia,MD,21045,Supplemental Virtual,253.0,625.0,146.0,59.0999984741211,39.2222,-76.8183,13-City: Small,10.58,Regular school,Currently operational ,Elementary
30250,Running Brook Elementary,5215 W Running Brook Rd,Columbia,MD,21044,Supplemental Virtual,187.0,402.0,66.0,46.7999992370605,39.2289,-76.8576,13-City: Small,8.59,Regular school,Currently operational ,Elementary
30251,St. Johns Lane Elementary,2960 Saint Johns Ln,Ellicott City,MD,21042,Supplemental Virtual,57.0,679.0,249.0,44.2000007629395,39.2907,-76.8337,21-Suburb: Large,15.36,Regular school,Currently operational ,Elementary
30252,Stevens Forest Elementary,6045 Stevens Forest Rd,Columbia,MD,21045,Supplemental Virtual,133.0,347.0,62.0,39.5,39.2048,-76.8452,13-City: Small,8.78,Regular school,Currently operational ,Elementary
30253,Swansfield Elementary,5610 Cedar Ln,Columbia,MD,21044,Supplemental Virtual,196.0,501.0,115.0,46.2999992370605,39.2169,-76.8886,13-City: Small,10.82,Regular school,Currently operational ,Elementary
30254,Talbott Springs Elementary,9550 Basket Ring Rd,Columbia,MD,21045,Supplemental Virtual,217.0,467.0,86.0,42.0999984741211,39.213,-76.8435,13-City: Small,11.09,Regular school,Currently operational ,Elementary
30255,Thunder Hill Elementary,9357 Mellenbrook Rd,Columbia,MD,21045,Supplemental Virtual,118.0,481.0,118.0,38.7000007629395,39.229,-76.8345,13-City: Small,12.43,Regular school,Currently operational ,Elementary
30256,Waterloo Elementary,5940 Waterloo Rd,Columbia,MD,21045,Supplemental Virtual,125.0,582.0,186.0,49.9000015258789,39.2073,-76.7978,13-City: Small,11.66,Regular school,Currently operational ,Elementary
30257,West Friendship Elementary,12500 Frederick Road,West Friendship,MD,21794,Supplemental Virtual,18.0,376.0,225.0,28.5,39.3017,-76.9459,21-Suburb: Large,13.19,Regular school,Currently operational ,Elementary
30258,Laurel Woods Elementary,9250 N Laurel Rd,Laurel,MD,20723,Supplemental Virtual,315.0,656.0,31.0,54.4000015258789,39.1176,-76.842,21-Suburb: Large,12.06,Regular school,Currently operational ,Elementary
30259,Wilde Lake High,5460 Trumpeter Rd,Columbia,MD,21044,Supplemental Virtual,502.0,1379.0,328.0,100.5,39.2172,-76.8729,13-City: Small,13.72,Regular school,Currently operational ,High
30260,Wilde Lake Middle,10481 Cross Fox Ln,Columbia,MD,21044,Supplemental Virtual,240.0,641.0,154.0,51.5999984741211,39.217125,-76.87674,13-City: Small,12.42,Regular school,Currently operational ,Middle
30261,Worthington Elementary,4570 Roundhill Rd,Ellicott City,MD,21043,Supplemental Virtual,27.0,467.0,190.0,33.5,39.2448,-76.7954,21-Suburb: Large,13.94,Regular school,Currently operational ,Elementary
30262,Ilchester Elementary,4981 Ilchester Rd,Ellicott City,MD,21043,Supplemental Virtual,45.0,556.0,260.0,42.4000015258789,39.2312,-76.774,21-Suburb: Large,13.11,Regular school,Currently operational ,Elementary
30263,River Hill High,12101 Clarksville Pike,Clarksville,MD,21029,Supplemental Virtual,59.0,1470.0,643.0,84.0999984741211,39.2153,-76.9288,13-City: Small,17.48,Regular school,Currently operational ,High
30264,Long Reach High,6101 Old Dobbin Ln,Columbia,MD,21045,Supplemental Virtual,450.0,1595.0,372.0,119.099998474121,39.205868,-76.811307,13-City: Small,13.39,Regular school,Currently operational ,High
30265,Hollifield Station Elementary,8701 Stonehouse Dr,Ellicott City,MD,21043,Supplemental Virtual,141.0,768.0,172.0,52.4000015258789,39.3025,-76.8177,21-Suburb: Large,14.66,Regular school,Currently operational ,Elementary
30266,Fulton Elementary,11600 Scaggsville Rd,Fulton,MD,20759,Supplemental Virtual,46.0,838.0,306.0,56.4000015258789,39.1511,-76.9159,41-Rural: Fringe,14.86,Regular school,Currently operational ,Elementary
30267,Murray Hill Middle,9989 Winter Sun Rd,Laurel,MD,20723,Supplemental Virtual,220.0,723.0,88.0,54.0999984741211,39.1453,-76.8577,21-Suburb: Large,13.36,Regular school,Currently operational ,Middle
30268,Triadelphia Ridge Elementary,13400 Triadelphia Rd,Ellicott City,MD,21042,Supplemental Virtual,14.0,540.0,258.0,40.9000015258789,39.2663,-76.9796,31-Town: Fringe,13.2,Regular school,Currently operational ,Elementary
30269,Gorman Crossing Elementary,9999 Winter Sun Rd,Laurel,MD,20723,Supplemental Virtual,95.0,786.0,144.0,57.5999984741211,39.1452,-76.8597,21-Suburb: Large,13.65,Regular school,Currently operational ,Elementary
30270,Lime Kiln Middle,11650 Scaggsville Rd,Fulton,MD,20759,Supplemental Virtual,23.0,642.0,274.0,43.2999992370605,39.1545,-76.9157,41-Rural: Fringe,14.83,Regular school,Currently operational ,Middle
30271,Bonnie Branch Middle,4979 Ilchester Rd,Ellicott City,MD,21043,Supplemental Virtual,133.0,693.0,236.0,51.7999992370605,39.2323,-76.7728,21-Suburb: Large,13.38,Regular school,Currently operational ,Middle
30273,Reservoir High,11550 Scaggsville Rd,Fulton,MD,20759,Supplemental Virtual,328.0,1788.0,421.0,114.5,39.1518,-76.9132,41-Rural: Fringe,15.62,Regular school,Currently operational ,High
30274,Clemens Crossing Elementary,10320 Quarterstaff Rd,Columbia,MD,21044,Supplemental Virtual,97.0,549.0,234.0,36.9000015258789,39.1942,-76.8731,13-City: Small,14.88,Regular school,Currently operational ,Elementary
30276,Marriotts Ridge High,12100 Woodford Dr,Marriottsville,MD,21104,Supplemental Virtual,77.0,1597.0,675.0,91.1999969482422,39.3219,-76.9344,41-Rural: Fringe,17.51,Regular school,Currently operational ,High
30277,Ellicott Mills Middle,4445 Montgomery Rd,Ellicott City,MD,21043,Supplemental Virtual,72.0,789.0,294.0,54.7999992370605,39.2499,-76.8103,21-Suburb: Large,14.4,Regular school,Currently operational ,Middle
30278,Bollman Bridge Elementary,8200 Savage-Guilford Road,Jessup,MD,20794,Supplemental Virtual,277.0,709.0,158.0,57.7999992370605,39.1459,-76.8281,21-Suburb: Large,12.27,Regular school,Currently operational ,Elementary
30279,Patuxent Valley Middle,9151 Vollmerhausen Rd,Jessup,MD,20794,Supplemental Virtual,263.0,778.0,135.0,55.4000015258789,39.1469,-76.8283,21-Suburb: Large,14.04,Regular school,Currently operational ,Middle
30280,Dayton Oaks,4691 Ten Oaks Rd,Dayton,MD,21036,Supplemental Virtual,23.0,683.0,346.0,49.2000007629395,39.240939000000004,-76.983757,41-Rural: Fringe,13.88,Regular school,Currently operational ,Elementary
30281,Bellows Spring Elementary,8125 Old Stockbridge Dr,Ellicott City,MD,21043,Supplemental Virtual,101.0,676.0,154.0,58.2000007629395,39.2041,-76.7865,21-Suburb: Large,11.62,Regular school,Currently operational ,Elementary
30282,Folly Quarter Middle,13500 Triadelphia Rd,Ellicott City,MD,21042,Supplemental Virtual,10.0,662.0,326.0,43.9000015258789,39.2663,-76.9838,31-Town: Fringe,15.08,Regular school,Currently operational ,Middle
30283,Veterans Elementary,4355 Montgomery Road,Ellicott City,MD,21043,Supplemental Virtual,137.0,951.0,225.0,67.40000152587889,39.254222,-76.812877,21-Suburb: Large,14.11,Regular school,Currently operational ,Elementary
30284,Cradlerock Elementary,6700 Cradlerock Way,Columbia,MD,21045,Supplemental Virtual,218.0,456.0,89.0,45.7999992370605,39.19208,-76.842802,13-City: Small,9.96,Regular school,Currently operational ,Elementary
30285,Lake Elkhorn Middle,6680 Cradlerock Way,Columbia,MD,21045,Supplemental Virtual,264.0,600.0,76.0,47.2000007629395,39.191390000000006,-76.843401,13-City: Small,12.71,Regular school,Currently operational ,Middle
30286,Ducketts Lane,6501 Ducketts Ln,Elkridge,MD,21075,Supplemental Virtual,277.0,630.0,108.0,52.0,39.201465,-76.745847,21-Suburb: Large,12.12,Regular school,Currently operational ,Elementary
30287,Thomas Viaduct,7000 Banbury Drive,Hanover,MD,21076,Supplemental Virtual,270.0,835.0,123.0,56.0999984741211,39.185232,-76.735434,21-Suburb: Large,14.88,Regular school,Currently operational ,Middle
